Brand;Price;Model;Year;Odometer;Transmission;Fuel;Horse_Power;Engine
chery;2250000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2250000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2540000;arrizo 8;2023;None;автомат;бензин;186;1.6
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
great wall;3589000;poer;2023;None;автомат;дизель;150;2.0
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
haval;3079000;f7;2023;None;автомат;бензин;190;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
haval;2299000;jolion;2023;None;автомат;бензин;143;1.5
gac;4469000;gs8;2023;None;автомат;бензин;231;2.0
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;4260000;;2023;None;автомат;бензин;186;1.6
haval;3349000;dargo;2023;None;автомат;бензин;192;2.0
changan;2319900;;2023;None;автомат;бензин;155;1.4
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
jetour;2979900;dashing;2023;None;автомат;бензин;147;1.5
geely;4894990;monjaro;2023;None;автомат;бензин;238;2.0
gac;4469000;gs8;2023;None;автомат;бензин;231;2.0
geely;4744990;monjaro;2023;None;автомат;бензин;238;2.0
;2189900;;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2689900;;2023;None;автомат;бензин;180;1.5
;2336000;;2023;None;автомат;бензин;136;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
;1766000;;2023;None;автомат;бензин;136;1.5
great wall;3289000;poer;2023;None;автомат;дизель;150;2.0
;4539000;;2023;None;автомат;бензин;220;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;3319900;;2023;None;автомат;бензин;186;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
jetour;2899900;x70 plus;2023;None;автомат;бензин;190;1.6
;6359000;;2023;None;автомат;бензин;299;3.0
jetour;2839900;dashing;2023;None;автомат;бензин;147;1.5
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
great wall;3099000;poer;2023;None;механика;бензин;190;2.0
;4260000;;2023;None;автомат;бензин;186;1.6
lada;981900;granta;2023;None;механика;бензин;90;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
;4289000;;2023;None;автомат;бензин;220;2.0
lada;1217900;niva;2023;None;механика;бензин;80;1.7
great wall;3589000;poer;2023;None;автомат;дизель;150;2.0
;5690000;;2023;None;автомат;бензин;249;2.0
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
haval;3079000;f7;2023;None;автомат;бензин;190;2.0
geely;2719990;coolray;2023;None;автомат;бензин;147;1.5
lada;1792800;vesta;2023;None;механика;бензин;106;1.6
lada;981900;granta;2023;None;механика;бензин;90;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;1670000;alsvin;2023;None;автомат;бензин;98;1.5
jetour;3089900;dashing;2023;None;автомат;бензин;190;1.6
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
;1766000;;2023;None;автомат;бензин;136;1.5
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
geely;4744990;monjaro;2023;None;автомат;бензин;238;2.0
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
jetour;2739900;dashing;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
geely;4289990;tugella;2023;None;автомат;бензин;238;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
;2289900;;2023;None;автомат;бензин;150;1.6
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
;4260000;;2023;None;автомат;бензин;186;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
chery;2850000;arrizo 8;2023;None;автомат;бензин;186;1.6
geely;2949990;coolray;2023;None;автомат;бензин;147;1.5
geely;2919990;coolray;2023;None;автомат;бензин;147;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
lada;966900;granta;2023;None;механика;бензин;90;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
gac;4199000;gs8;2023;None;автомат;бензин;231;2.0
chery;2580000;tiggo 8;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
gac;4199000;gs8;2023;None;автомат;бензин;231;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2759900;;2023;None;автомат;бензин;181;1.5
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
chery;2445000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1217900;niva;2023;None;механика;бензин;80;1.7
geely;4744990;monjaro;2023;None;автомат;бензин;238;2.0
lada;929900;niva;2023;None;механика;бензин;83;1.7
;3089900;;2023;None;автомат;бензин;186;1.6
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
haval;2499000;jolion;2023;None;автомат;бензин;143;1.5
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
;4260000;;2023;None;автомат;бензин;186;1.6
geely;4544990;monjaro;2023;None;автомат;бензин;238;2.0
;2589900;;2023;None;автомат;бензин;150;1.6
;3060000;;2023;None;автомат;бензин;147;1.5
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
;3060000;;2023;None;автомат;бензин;147;1.5
;2589900;;2023;None;автомат;бензин;150;1.6
gac;4499000;gs8;2023;None;автомат;бензин;231;2.0
;2619900;;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
chery;2750000;arrizo 8;2023;None;автомат;бензин;186;1.6
chery;2640000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;1766000;;2023;None;автомат;бензин;136;1.5
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
jetour;3199900;x70 plus;2023;None;автомат;бензин;190;1.6
lada;996900;granta;2023;None;механика;бензин;90;1.6
;4539000;;2023;None;автомат;бензин;220;2.0
;2969900;;2023;None;автомат;бензин;186;1.6
lada;1006900;granta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;2089900;;2023;None;автомат;бензин;147;1.5
;3060000;;2023;None;автомат;бензин;147;1.5
lada;1217900;niva;2023;None;механика;бензин;80;1.7
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2540000;arrizo 8;2023;None;автомат;бензин;186;1.6
;6959000;;2023;None;автомат;бензин;299;3.0
chery;2445000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1646900;vesta;2023;None;механика;бензин;106;1.6
chery;2640000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
;4739000;;2023;None;автомат;бензин;220;2.0
changan;2849900;;2023;None;автомат;бензин;167;1.5
lada;1217900;niva;2023;None;механика;бензин;80;1.7
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
changan;2689900;;2023;None;автомат;бензин;180;1.5
;6959000;;2023;None;автомат;бензин;299;3.0
haval;3079000;f7;2023;None;автомат;бензин;190;2.0
lada;1763900;vesta;2023;None;механика;бензин;106;1.6
;2589900;;2023;None;автомат;бензин;150;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
changan;1719900;alsvin;2023;None;автомат;бензин;98;1.5
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
haval;3069000;dargo;2023;None;автомат;бензин;192;2.0
gac;4100700;gs8;2023;None;автомат;бензин;231;2.0
lada;996900;granta;2023;None;механика;бензин;90;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;3279900;;2023;None;автомат;бензин;186;1.6
;4029000;;2023;None;автомат;электро;126;None
lada;1217900;niva;2023;None;механика;бензин;80;1.7
lada;1538800;vesta;2023;None;механика;бензин;106;1.6
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
gac;4499000;gs8;2023;None;автомат;бензин;231;2.0
haval;3379000;dargo;2023;None;автомат;бензин;192;2.0
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
geely;2949990;coolray;2023;None;автомат;бензин;147;1.5
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
haval;2299000;jolion;2023;None;автомат;бензин;143;1.5
;3319900;;2023;None;автомат;бензин;186;1.6
changan;1670000;alsvin;2023;None;автомат;бензин;98;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;4539000;;2023;None;автомат;бензин;220;2.0
changan;1670000;alsvin;2023;None;автомат;бензин;98;1.5
;3840000;;2023;None;автомат;бензин;150;1.6
chery;2640000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
;1766000;;2023;None;автомат;бензин;136;1.5
jetour;2739900;dashing;2023;None;автомат;бензин;147;1.5
;1889900;;2023;None;автомат;бензин;147;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
;2189900;;2023;None;автомат;бензин;150;1.6
jetour;2739900;dashing;2023;None;автомат;бензин;147;1.5
changan;2799900;uni-t;2023;None;автомат;бензин;167;1.5
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;6959000;;2023;None;автомат;бензин;299;3.0
;2589900;;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
changan;4099900;;2023;None;автомат;бензин;220;2.0
haval;3029000;f7;2023;None;автомат;бензин;190;2.0
haval;3269000;dargo;2023;None;автомат;бензин;192;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2249900;;2023;None;автомат;бензин;155;1.4
chery;2445000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;1889900;;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
changan;2899900;uni-t;2023;None;автомат;бензин;167;1.5
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
gac;4399700;gs8;2023;None;автомат;бензин;231;2.0
chery;2750000;arrizo 8;2023;None;автомат;бензин;186;1.6
great wall;3439000;poer;2023;None;автомат;дизель;150;2.0
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
haval;3379000;dargo;2023;None;автомат;бензин;192;2.0
chery;2445000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
lada;1217900;niva;2023;None;механика;бензин;80;1.7
;3840000;;2023;None;автомат;бензин;150;1.6
;3319900;;2023;None;автомат;бензин;186;1.6
lada;929900;niva;2023;None;механика;бензин;83;1.7
chery;3000000;arrizo 8;2023;None;автомат;бензин;186;1.6
great wall;3589000;poer;2023;None;автомат;дизель;150;2.0
changan;4099900;uni-k;2023;None;автомат;бензин;226;2.0
lada;996900;granta;2023;None;механика;бензин;90;1.6
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
chery;3381000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
lada;1763900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;4289000;;2023;None;автомат;бензин;220;2.0
haval;3379000;dargo;2023;None;автомат;бензин;192;2.0
jetour;3199900;x70 plus;2023;None;автомат;бензин;190;1.6
changan;2799900;;2023;None;автомат;бензин;181;1.5
;4260000;;2023;None;автомат;бензин;186;1.6
;3279900;;2023;None;автомат;бензин;186;1.6
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
chery;2730000;tiggo 8;2023;None;автомат;бензин;147;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
gac;4368700;gs8;2023;None;автомат;бензин;231;2.0
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
jetour;2879900;dashing;2023;None;автомат;бензин;147;1.5
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
;6959000;;2023;None;автомат;бензин;299;3.0
lada;1643900;vesta;2023;None;механика;бензин;106;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
jetour;3089900;dashing;2023;None;автомат;бензин;190;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
haval;2479000;f7;2023;None;автомат;бензин;150;1.5
;4260000;;2023;None;автомат;бензин;186;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
;4539000;;2023;None;автомат;бензин;220;2.0
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
haval;1979000;m6;2023;None;механика;бензин;143;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;999900;niva;2023;None;механика;бензин;83;1.7
chery;2195000;tiggo 7 pro;2023;None;автомат;бензин;147;1.5
haval;1979000;m6;2023;None;механика;бензин;143;1.5
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
lada;1217900;niva;2023;None;механика;бензин;80;1.7
great wall;2899000;poer;2023;None;механика;дизель;150;2.0
changan;1719900;alsvin;2023;None;автомат;бензин;98;1.5
geely;4744990;monjaro;2023;None;автомат;бензин;238;2.0
changan;2799900;;2023;None;автомат;бензин;181;1.5
chery;2640000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
;2189900;;2023;None;автомат;бензин;147;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
jetour;2709900;dashing;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
;4499000;;2023;None;автомат;бензин;220;2.0
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
haval;3349000;dargo;2023;None;автомат;бензин;192;2.0
jetour;2879900;dashing;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
chery;2540000;arrizo 8;2023;None;автомат;бензин;186;1.6
changan;2799900;uni-t;2023;None;автомат;бензин;167;1.5
;2589900;;2023;None;автомат;бензин;150;1.6
jetour;3469900;x90 plus;2023;None;автомат;бензин;244;2.0
;4739000;;2023;None;автомат;бензин;220;2.0
;1766000;;2023;None;автомат;бензин;136;1.5
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
dongfeng;2990000;;2023;None;автомат;бензин;190;1.5
gac;4368700;gs8;2023;None;автомат;бензин;231;2.0
;2619900;;2023;None;автомат;бензин;150;1.6
;2519900;;2023;None;автомат;бензин;150;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;2189900;;2023;None;автомат;бензин;150;1.6
changan;2689900;;2023;None;автомат;бензин;180;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
haval;3269000;dargo;2023;None;автомат;бензин;192;2.0
jetour;3199900;x70 plus;2023;None;автомат;бензин;190;1.6
lada;1538800;vesta;2023;None;механика;бензин;106;1.6
lada;1217900;niva;2023;None;механика;бензин;80;1.7
changan;2249900;;2023;None;автомат;бензин;155;1.4
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
great wall;3589000;poer;2023;None;автомат;дизель;150;2.0
geely;4744990;monjaro;2023;None;автомат;бензин;238;2.0
;4539000;;2023;None;автомат;бензин;220;2.0
;2589900;;2023;None;автомат;бензин;150;1.6
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
lada;981900;granta;2023;None;механика;бензин;90;1.6
dongfeng;2990000;;2023;None;автомат;бензин;190;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
;2619900;;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
gac;4469000;gs8;2023;None;автомат;бензин;231;2.0
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
;3840000;;2023;None;автомат;бензин;150;1.6
;5300000;;2023;None;автомат;бензин;249;2.0
jetour;3399900;x90 plus;2023;None;автомат;бензин;190;1.6
gac;4368700;gs8;2023;None;автомат;бензин;231;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2319900;;2023;None;автомат;бензин;155;1.4
lada;929900;niva;2023;None;механика;бензин;83;1.7
chery;2065000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
;3840000;;2023;None;автомат;бензин;150;1.6
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
haval;3079000;f7;2023;None;автомат;бензин;190;2.0
lada;929900;niva;2023;None;механика;бензин;83;1.7
chery;2750000;arrizo 8;2023;None;автомат;бензин;186;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;2640000;tiggo 7 pro max;2023;None;автомат;бензин;150;1.6
gac;4199000;gs8;2023;None;автомат;бензин;231;2.0
gac;4399700;gs8;2023;None;автомат;бензин;231;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;4289000;;2023;None;автомат;бензин;220;2.0
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
haval;2479000;f7;2023;None;автомат;бензин;150;1.5
;6959000;;2023;None;автомат;бензин;299;3.0
haval;2999000;dargo;2023;None;автомат;бензин;192;2.0
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
chery;3450000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
;3319900;;2023;None;автомат;бензин;186;1.6
lada;1538800;vesta;2023;None;механика;бензин;106;1.6
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1976900;largus;2023;None;механика;бензин;90;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
changan;2829900;;2023;None;автомат;бензин;181;1.5
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
;2189900;;2023;None;автомат;бензин;150;1.6
great wall;3099000;poer;2023;None;механика;дизель;150;2.0
;3319900;;2023;None;автомат;бензин;186;1.6
chery;2275000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
changan;2799900;;2023;None;автомат;бензин;181;1.5
;2519900;;2023;None;автомат;бензин;150;1.6
geely;2949990;coolray;2023;None;автомат;бензин;147;1.5
;5300000;;2023;None;автомат;бензин;249;2.0
great wall;3399000;poer;2023;None;автомат;дизель;150;2.0
;5690000;;2023;None;автомат;бензин;249;2.0
haval;2999000;dargo;2023;None;автомат;бензин;192;2.0
haval;2299000;jolion;2023;None;автомат;бензин;143;1.5
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
chery;3670000;tiggo 8 pro;2023;None;автомат;бензин;197;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
geely;2679990;coolray;2023;None;автомат;бензин;147;1.5
haval;3029000;f7;2023;None;автомат;бензин;190;2.0
;2336000;;2023;None;автомат;бензин;136;1.5
chery;2235000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
jetour;3199900;x70 plus;2023;None;автомат;бензин;190;1.6
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
;4260000;;2023;None;автомат;бензин;186;1.6
changan;2319900;;2023;None;автомат;бензин;155;1.4
haval;3269000;dargo;2023;None;автомат;бензин;192;2.0
;3489900;;2023;None;автомат;бензин;186;1.6
jetour;2879900;dashing;2023;None;автомат;бензин;147;1.5
jetour;2979900;dashing;2023;None;автомат;бензин;147;1.5
;6959000;;2023;None;автомат;бензин;299;3.0
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
jetour;3089900;dashing;2023;None;автомат;бензин;190;1.6
gac;4469000;gs8;2023;None;автомат;бензин;231;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
;4739000;;2023;None;автомат;бензин;220;2.0
jetour;2979900;dashing;2023;None;автомат;бензин;147;1.5
;2589900;;2023;None;автомат;бензин;150;1.6
;6959000;;2023;None;автомат;бензин;299;3.0
lada;1509900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
changan;2319900;;2023;None;автомат;бензин;155;1.4
lada;1733900;vesta;2023;None;механика;бензин;106;1.6
haval;2099000;m6;2023;None;автомат;бензин;143;1.5
jetour;3189900;dashing;2023;None;автомат;бензин;190;1.6
chery;2850000;arrizo 8;2023;None;автомат;бензин;186;1.6
;3089900;;2023;None;автомат;бензин;186;1.6
jetour;3199900;x70 plus;2023;None;автомат;бензин;190;1.6
;4680000;;2023;None;автомат;бензин;197;2.0
lada;838900;granta;2023;None;механика;бензин;90;1.6
haval;3079000;f7;2023;None;автомат;бензин;190;2.0
haval;3299000;dargo;2023;None;автомат;бензин;192;2.0
haval;3029000;f7;2023;None;автомат;бензин;190;2.0
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
lada;1763900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;3840000;;2023;None;автомат;бензин;150;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
haval;3099000;dargo;2023;None;автомат;бензин;192;2.0
;3489900;;2023;None;автомат;бензин;186;1.6
jetour;3089900;dashing;2023;None;автомат;бензин;190;1.6
jetour;3299900;x70 plus;2023;None;автомат;бензин;190;1.6
lada;1620800;vesta;2023;None;механика;бензин;106;1.6
lada;929900;niva;2023;None;механика;бензин;83;1.7
chery;2445000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
;3729000;;2023;None;автомат;электро;126;None
;6959000;;2023;None;автомат;бензин;299;3.0
changan;2929900;uni-t;2023;None;автомат;бензин;167;1.5
lada;853900;granta;2023;None;механика;бензин;90;1.6
jetour;2979900;dashing;2023;None;автомат;бензин;147;1.5
chery;2195000;tiggo 7 pro;2023;None;автомат;бензин;147;1.5
;3460000;;2023;None;автомат;бензин;147;1.5
jetour;2739900;dashing;2023;None;автомат;бензин;147;1.5
;2589900;;2023;None;автомат;бензин;150;1.6
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
lada;1576900;niva;2023;None;механика;бензин;80;1.7
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
lada;1459900;vesta;2023;None;механика;бензин;106;1.6
haval;3099000;dargo;2023;None;автомат;бензин;192;2.0
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
chery;2655000;tiggo 7 pro max;2023;None;автомат;бензин;147;1.5
geely;4389990;tugella;2023;None;автомат;бензин;238;2.0
changan;2929900;uni-t;2023;None;автомат;бензин;167;1.5
chery;2750000;arrizo 8;2023;None;автомат;бензин;186;1.6
great wall;3399000;poer;2023;None;автомат;дизель;150;2.0
;2589900;;2023;None;автомат;бензин;150;1.6
haval;1979000;m6;2023;None;механика;бензин;143;1.5
lada;1591900;vesta;2023;None;механика;бензин;106;1.6
changan;1670000;alsvin;2023;None;автомат;бензин;98;1.5
gac;2709000;;2023;None;автомат;бензин;137;1.5
lada;1217900;niva;2023;None;механика;бензин;80;1.7
lada;1217900;niva;2023;None;механика;бензин;80;1.7
